twitter,emoticon,sentiment score,sentiment feature,generalized feature
 I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it's dead. http://tinyurl.com/mlh4f5,0,-0.6908,very negative,0
 I know @twitter's not going to bother coding much for IE6,0,0.2584,positive,2
 i know right? Lol,0,0.4215,positive,2
 i like to be freelance,0,0.5719,very positive,3
 I looked like I've a needle poked through my nosey.,0,0.1779,positive,2
 i lost two followers,0,-0.3182,negative,1
 i love being a fake rebel.Mmm... Kinda hungry.anyone want to do something? ,0,0.2782,positive,2
 I love him so much but our views are so different.,0,0.3818,positive,2
 I love how you're playing with different styles,0,0.7184,very positive,3
 I LOVE LOVE LOVE MY BFF JAZZMIN MARIE EVANS! THE CONVO WE JUS HAD! WHEW WE SHLD HV A TLK SHOW LMAO,0,0.9719,very positive,3
- mac &amp; cheese and a movie,0,0,positive,2
 Makes me a little weepy,0,-0.2516,negative,1
 making dinner today and then going to work. Hopefully tonight will be as good as yesterday ,0,0.6808,very positive,3
 Mammoth cave here I come ,0,0,positive,2
 Man looking at my cousins only remind me how old I've gotten lol,0,0.4215,positive,2
 Man,0,0,positive,2
 Managing IT people is like herding cats,0,0.3612,positive,2
 may just said i'm the more boring person ever.,0,-0.3804,negative,1
 mayfield psychiatric hospital.,0,0,positive,2
- me and my mom's cars were broken into.  I feel violated.,0,-0.7579,very negative,0
 me has finished my hot chocolate now but my lappy is burnung my leg and am too warm. Xxx,0,0.3291,positive,2
 Me is bored. :/ Someone IM me or somethin! AAHH.,0,-0.5848,very negative,0
 me Perdi EL conCierto de the kooks  I fEll so baD,0,-0.6696,very negative,0
--- Meagan Good Fansite ; FOLLOW US! ,0,0.4926,positive,2
 meeting fell through until next week,0,0,positive,2
 mega downpour... its go 45 mins to stop.... or no coaster for me.,0,-0.296,negative,1
- Meh.... eating grapes and watching 7 Pounds. Had fun today playin' mini golf with Richie,0,0.5106,very positive,3
 Merisha got a scholarship!!!!,0,0,positive,2
 MIA my sinful hat.,0,-0.7603,very negative,0
 miley didn't win best actress or whatever,0,-0.7536,very negative,0
 mish is trying to get me into manga D,0,0,positive,2
- miss him so much . wish i had more time to spend wit him ,0,0.3353,positive,2
 miss you,0,-0.1531,negative,1
 Miss You Nath. xx,0,-0.1531,negative,1
 missing all time low...,0,-0.296,negative,1
 missing the Evelyn....she is out having a good time....good for her! good night good folks....,0,0.7777,very positive,3
 mm alright,0,0.25,positive,2
 modern history homework... siiigh,0,0,positive,2
 mon morn and i hav the biggest headache everrrrrr!  Roll on 3wks already!! x,0,0,positive,2
#NAME?,0,0,positive,2
 More Star Wars humor: http://bit.ly/4fuAN,0,-0.3642,negative,1
 Morning. Media Exam. x,0,0,positive,2
 MOT didnt go v.well,0,0,positive,2
 moving crap into the house now..well..i would be if ALL the traffic lights werent out...scary driving.,0,-0.3818,negative,1
 must try to raise some funds to get better computer present one like me worn out. also need a publisher/literary agent?,0,0.4939,positive,2
#NAME?,0,0,positive,2
 my adopt-a-puppy http://yfrog.com/9wddej,0,0,positive,2
 My advice is not to inquire why or whither,0,0,positive,2
 my arm burns,0,0,positive,2
 my back is killing me! my damn chest needs to be reduced asap! ugh! ,0,-0.8951,very negative,0
 my back really hurts,0,-0.5256,very negative,0
 My boyfriend is gay.,0,0,positive,2
- my boys are rowdy now that 'dad' is home! we've been having lots of fun &amp; making lots of noise!!  but,0,0.4635,positive,2
 my bro isnt here yet!!!! what to do????,0,0,positive,2
 my brother left me for the day now I am here by myself,0,0,positive,2
 my coffee went cold,0,0,positive,2
 I just realized that #wordcamp Dallas is happening the exact same weekend that apollocon.org is. Drat!,0,0,positive,2
 i just recieved a text from the bf saying &quot;Whats ups babys&quot; haha JERK! quit making fun of me.,0,0.536,very positive,3
 i just saw a bunny outside and i thought it was my cat. I hate this.,0,-0.5719,very negative,0
 I just saw a huge spider crawling on my wall,0,0.3182,positive,2
 I just saw a squished kitty outside my gate....I feel sad...,0,0,positive,2
 I just saw the hottest thing ever,0,0,positive,2
 i just wanna cry... I have so much work 2 do ,0,0,positive,2
 I just wanna sleep!! My eyes hurt.. My nose keep cloggin up.. I'm getting a headache n 1 of my nostrils &amp; my throat is dry.. :***-(,0,0,positive,2
 I just watched my son be promoted to a red belt @ Karate class. Cute and exciting!,0,0.8516,very positive,3
 i just went to take a sip of my tea,0,0,positive,2
 I kinda miss my dad... This is lame with no one to feed me lil pieces of cheese. LonelyCheeseBunny.com,0,-0.6494,very negative,0
 i kinda wanna go back out. womp womp,0,0,positive,2
 i knew it you hated me all along &lt;/3,0,-0.6369,very negative,0
 i know i'm a syllable whore,0,-0.6486,very negative,0
 i know longer feel the same for you &lt;/3,0,0,positive,2
 i laid down for a little bit and fell asleep. So much for the movies......,0,0,positive,2
 I left my phone @lser101loser house,0,0,positive,2
 i left my yearbook at home!,0,0,positive,2
 i like how you can change the colour of stuffs on bebo  &amp; how you can do the underline,0,0.3612,positive,2
 I like it when things work like they should. I was expecting this upgrade to break something bigtime.,0,0.6124,very positive,3
 i like katie wirth without brendon tooo,0,0.3612,positive,2
 I like to eat out a lil too much....I guess I just like being served after a crazy day @ work..I need a frequent diner card..lol eeeek!,0,0.4389,positive,2
 I like you so much better when you're naked.,0,0.6887,very positive,3
- i loove the songs of david archuleta .. ,0,0,positive,2
 I love getting off work ,0,0.6369,very positive,3
 I love it tho lol ? http://blip.fm/~78nrn,0,0.7906,very positive,3
 i love my fly with me friends,0,0.8074,very positive,3
 i love singing along with my baby  ....our favorite song is the best !!! ... and sex was delicious &lt;3 hahaha,0,0.9665,very positive,3
 I love you,0,0.6369,very positive,3
 i love you. *you know who you are*,0,0.6369,very positive,3
 i love you. Jef ivey is a bastard. Save me!,0,0.636,very positive,3
 I maybe in for tonight on my last real weekend home  mad I can't turn off this location shit on ubber twitter,0,-0.7783,very negative,0
 I meant I 've been thinking what is there to say to such a great nation... only that they remain united as they were before 1947.,0,0.7845,very positive,3
 i might get in trouble for this. but Abby doesn't count....,0,-0.2144,negative,1
 I miss @nevamk,0,-0.1531,negative,1
 i miss @pppamp,0,-0.1531,negative,1
 I miss all my babies back home. Someone cuddle me via esp!,0,-0.2244,negative,1
 I MISS BRO CECI  RIP BAD THINGS KEEP HAPPENING TO ME ,0,-0.6249,very negative,0
#NAME?,0,0,positive,2
 i miss my edward.,0,-0.1531,negative,1
 I miss my iPhone,0,-0.1531,negative,1
 I miss my iPhone  I wish it was friday so much!!,0,0.3987,positive,2
 My cornflowers have all drooped! I hope they survive!,0,0.5399,very positive,3
#NAME?,0,0,positive,2
 my ear buds for my ipod broke!! the left one doesnt work and the end of the wire thingy is comming out,0,-0.5242,very negative,0
 my ear just started bleeding,0,0,positive,2
 my earring is infected and hurts so,0,-0.743,very negative,0
 My entire family forgot my birthday this year!,0,0,positive,2
 My family is traveling to Machala city... I'm alone at home ,0,-0.25,negative,1
 My foot's asleep! It won't wake up! Rawr.,0,0,positive,2
 My girlies are going to be here in approx. 3 - 3 1/2 hours.  Road Trip!!!!,0,0,positive,2
 my grandmother decided to pick me up with my mom. My car reeks.,0,0,positive,2
 my head hurts...!,0,0,positive,2
 My head really hurts!!!!!,0,0,positive,2
#NAME?,0,0,positive,2
 my heart is breaking for my little monkey!,0,0,positive,2
 my hoodie came today! thank you @ChristopherDXS,0,0.4199,positive,2
 my house needs to be cleaned and I don't even know where to begin!!,0,0,positive,2
 my last post didn't work iphone would make me feel better about my exam #squarespace,0,0.4404,positive,2
 my left side senses are not working water in my ears ! (,0,0,positive,2
 My little baby deer following me around in Dalaran says &quot;Unknown's Pet&quot; ... and then WoW crashed. I guess I should get up anyway...,0,0.5859,very positive,3
 My little man is looking less like a baby and more like a toddler every day  *tear*,0,0.529,very positive,3
 MY MAN IS HOME ,0,0,positive,2
#NAME?,0,0,positive,2
 my mate now has sims 3 talk about trying to kill me ,0,-0.6908,very negative,0
 my mom just offered me a klondike bar,0,0,positive,2
 My mom likes Milow's version of Ayo Technology... It's a good thing she doesn't have a clue what it's about.,0,0.6908,very positive,3
 My moodswings,0,0,positive,2
 my mother left today. She is going back to Oklahoma. Never lived in another state without my mom. Its weird. I'm gonna miss her.,0,-0.3182,negative,1
 my mum called me crazy. OMG BRADIE WEBBBBBBBBBBBBBBBBBBBBBB,0,-0.34,negative,1
 my mum doesn't learn her lesson,0,0,positive,2
 my mumS DRUNK  already,0,-0.4824,negative,1
 My new wallpaper is LxLight based! From Deathnote if you didn't know.... &gt;.&lt;&quot;,0,0,positive,2
 My Palm wouldn't connect to the laptop. ERRRRRRRR,0,0,positive,2
 My perfect work of art on my hand has smudged!  Poooeypoopoo..,0,0.8016,very positive,3
 my phone isn't working so I haven't been able to update my twitter all day   ,0,0,positive,2
 My pic isn't right in Tweetdeck after all that trouble of getting that pic up,0,-0.4019,negative,1
 my prom dress. please excuse the horrible lighting ! http://twitgoo.com/daus,0,-0.2942,negative,1
 my ribs hurt,0,-0.5267,very negative,0
 My Scrivner update erased my old project files... and of course,0,0,positive,2
 my shoulder hurts...,0,0,positive,2
 I love morning calls from my baby! Amazing way to start off my day&lt;3,0,0.8516,very positive,3
 i love my parents. they already bought me movie studio. and they are still getting me a camera. and they got me the t.swift tickets.,0,0.6369,very positive,3
 I LoVe SoUtH aMeRiCa (=,0,0.8126,very positive,3
 i love talking to people that i love,0,0.8555,very positive,3
 i love u bro. thanks for all the memoriessaran wrap,0,0.7964,very positive,3
 I love weddings! http://twitpic.com/6si1o,0,0.6696,very positive,3
 I love you,0,0.6369,very positive,3
 I love you so much,0,0.6369,very positive,3
 i love you!,0,0.6696,very positive,3
 i loved today,0,0.5994,very positive,3
 I 'm really disappointed my brother isn't coming 2day..2morrow he will come.......I hate myself when I misunderstand things,0,-0.8622,very negative,0
 i made practically every biblical question in RE up,0,0,positive,2
 I might quit,0,0,positive,2
 i miss borris skippy from batemans bay. but i do love my sarah/charlie. sock slap/,0,0.7579,very positive,3
 i miss having that SOS lol oh well....someone else'll come along loll,0,0.296,positive,2
 i miss having tweets on my cell,0,-0.1531,negative,1
 I miss him already. I won't sleep tonight I know it,0,-0.1531,negative,1
 i miss him so much.,0,-0.1531,negative,1
 I miss JackB...my phone. JackBeef not Jack Bararkat. If I met him and he leaves..i would miss him but never met him probably never will.,0,-0.1531,negative,1
 I miss mi Hermana,0,-0.1531,negative,1
 i miss my friend!,0,0.4389,positive,2
 I miss my Megan already and I may or may not have already cried.,0,0.1491,positive,2
 I miss my shawnie &amp; my baby.,0,-0.1531,negative,1
 i miss my sister i hope this week goes by fast!,0,0.3802,positive,2
 i miss NM! awww. good times!,0,0.4374,positive,2
 I miss u mum  So much. I wish u were here because u r the one I would be talking about Andrew right now   ,0,0.3353,positive,2
 i miss you to virnisha!,0,-0.2244,negative,1
 i miss you!,0,-0.2244,negative,1
 I missed my 100th update and didn't put anything special.. ready for bed? what kind sh-- is that!? maybe the 200th'll b better. ;p,0,0.8048,very positive,3
 i missed the listening party ,0,0.128,positive,2
 i misss youuu.,0,0,positive,2
 i need a good moan and hug,0,0.6597,very positive,3
 I need a trophy shelf. We have too many for the top of the dvd shelf.,0,0.2023,positive,2
 I need another week of spring break you have no idea how much I dread going to school tomorrow,0,-0.6369,very negative,0
 I need desprate help! Tireddd and now gotta do blooming ICT!!,0,0.5538,very positive,3
 I need me a pick-me-uppp. Just wasted almost 4 hours on a dumb page that didn't even end up working at all. ugh. Story of my life lately.,0,-0.8417,very negative,0
 i need some different medicine and some food plz. thnx.,0,0.0772,positive,2
 I need some more time from work!,0,0,positive,2
 i need to cheer up! Argh. i hate it when i'm like this.,0,0.3382,positive,2
 I need to stop settling for less as of  right now. Seriously. Stay the fuck away from them. Spend all your money on shit that you want.,0,-0.8658,very negative,0
 i need waffles!!!!!!,0,0,positive,2
- I never thought the word &quot;randomly&quot; could be so funny until my husband just said it! Cracking up haha ... Goodnight all  Be blessed...,0,0.7925,very positive,3
 I miss my laptop,0,-0.1531,negative,1
 I miss my phone.,0,-0.1531,negative,1
 I miss my sisters alot and want them to come home soon. I don't like being alone,0,-0.1705,negative,1
 i miss the seniors already. last day of school,0,-0.1531,negative,1
